Fear-1.wav | Long trip to florida. Don't like riding in cars.
Fear-2.wav | apprehensive travelling to dubai
Fear-3.wav | marketing, do you have children? would you encourage them to attend vet school?
Fear-4.wav | Alone while family was at a party when someone rammed a quad into the garage.
Fear-5.wav | I do not want to go to school Monday. They will laugh at me.
Fear-6.wav | I am sometime to afraid to speak in public, for example, during meeting at work.
Fear-7.wav | had help syndrome with first child. almost died
Fear-8.wav | That is fun to watch! I wonder who has the record in the decathlon.
Fear-9.wav | My car has been acting strangely lately. I hope it doesn't break down on the road
Fear-10.wav | When biking and I felt very bad
Fear-11.wav | when i had to hold a spider
Fear-12.wav | I found a snake in the yard a few days ago.
Fear-13.wav | When I was a child I was in a destructive tornado.
Fear-14.wav | I was walking home one day and was passing a house that had been empty for a while. As I was passing a very large dog came charging out barking very loudly at me.
Fear-15.wav | A group of pigeons was stalking me the other day. I was terrified of it.
Fear-16.wav | I am close to failing school and I don't know what to do
Fear-17.wav | for my house to sell, and my wife to start her new job in  two  weeks.
Fear-18.wav | I have a phobia of water, and my boyfriend made me go out on his boat last weekend.
Fear-19.wav | I rode a roller coaster at the fair for the first time the other day. I have never been so afraid.
Fear-20.wav | I watched a movie yesterday. It was a horror movie. I just petrified for an hour.
Fear-21.wav | One evening, when I had gone fishing with my friends, we heard the roar of a lion near by and had to run for our lives.
Fear-22.wav | I finally saw the movie the Quiet Place. I was disturbed and unsettled all night after word
Fear-23.wav | There have been so many crimes near me lately. It is getting out of hand
Fear-24.wav | When I had to walk over three kms through a field which had wild bulls, because my car had broken down.
Fear-25.wav | I got invited to speak at a conference, but I'm not sure I want to do it.
Fear-26.wav | So, I'm dog sitting for my neighbour right now while she's out of town, and one of them isn't acting right. They're not eating, and they seem all morose. I think I might have to take it to the vet...
Fear-27.wav | i was exposed to lice at work
Fear-28.wav | I was flying back from Boston a couple weeks ago and there was some insane turbulence! I had never been so scared in my life!
Fear-29.wav | I have to pass my test to pass the course. I'm am crazy nervous and can't sleep.
Fear-30.wav | When did this movie come out?
Fear-31.wav | When my daughter told me she had news for me over the phone, her tone made me so apprehensive. Turns out, she just wanted to tell me she scratched the car.
Fear-32.wav | I guess red is a very important color to have in our lives and pictures.
Fear-33.wav | When I was coming back home alone at night.
Fear-34.wav | My job shut down due to COVID and I've lost a lot of income.
Fear-35.wav | I feel like my employees are working against me.
Fear-36.wav | I am having lot of stress due to my upcoming exams.
Fear-37.wav | When I first started working out, I was very nervous and apprehensive while lifting weights.
Fear-38.wav | I am afraid of growing up, I am just now an adult but not ready to fend for myself yet
Fear-39.wav | I am in the middle of a contract dispute and I don't know what is going to happen.
Fear-40.wav | I wonder what the first pizza maker was thinking in the  10th century. lol
Fear-41.wav | I don't like Apple products. I'm a samsung fan
Fear-42.wav | When I was walking along a road alone on my way to go shopping.
Fear-43.wav | My son is getting ready for his senior year. I'm nervous about him leaving home next year.
Fear-44.wav | When would a karaoke track be used?
Fear-45.wav | Got ill.
Fear-46.wav | My kids daycare was on lockdown the other day because of a shooting nearby! I was terrified!
Fear-47.wav | As we were going to Area  one  zero  a dog chased me. I was afraid it might bite me.
Fear-48.wav | I am already nervous about tomorrow. It might rain hard
Fear-49.wav | I am hoping to win the lottery this week
Fear-50.wav | The year was  two  zero  one  six , and I was severely worried that Hilary might win the presidency
Fear-51.wav | When I heard that there is teasing and bulling at Secondary School.
Fear-52.wav | I am so nervous. I have a blind date tomorrow night.
Fear-53.wav | I am feeling a bit of trepidation about today actually. My partner was being a bit rude and he can explode easy, so it's hard
Fear-54.wav | When I was told to attend an operation in theatre.
Fear-55.wav | We were in the country and I walked away from the others one night. Suddenly something moved sharply in front of me and I was not able to see what it was.
Fear-56.wav | Oh wow! Sounds like something I would enjoy! Do you harvest apples yourself and if so what do you do with all of them?
Fear-57.wav | My department just got shut down.
Fear-58.wav | I over drafted my bank account.
Fear-59.wav | A guy was chasing me down an alley yesterday. I was so scared when it happened.
Fear-60.wav | every time i order something i really want it makes my anxiety go through the roof
Fear-61.wav | Walking on a dark street with no one around.
Fear-62.wav | I saw a mountain lion this morning when I was walking to my truck.
Fear-63.wav | Before going to the dentist.
Fear-64.wav | I have a big date coming up and I can't get these butterfly feelings to go away.
Fear-65.wav | When I heard a lion roar for the first time.
Fear-66.wav | I watched thus movie called Sinister and it really freaked me out.
Fear-67.wav | I got pulled over and almost got a ticket.
Fear-68.wav | There was strange noise from the kitchen.
Fear-69.wav | My wife's car is getting really old and I am afraid it is going to die soon.
Fear-70.wav | My company is going through a restructure and i am worried about my job
Fear-71.wav | in my school days
Fear-72.wav | She is such a good writer, How old is she, she looks so young
Fear-73.wav | I am so worried I will fail my Geometry test coming up. I just don't understand the concepts.
Fear-74.wav | I have never been to a haunted house, but this year I will be attending. I'm very worried about it.
Fear-75.wav | Near failing a class that will pretty much depend my future career
Fear-76.wav | I felt fear when my friend and I broke into an abandoned military base in Los Angeles this summer. I feared because I didn't want to be caught.
Fear-77.wav | About  one  five  years ago, I was a passenger on a flight which had to make an emergency landing. It was the most frightening experience of my life
Fear-78.wav | My friend ordered me some sushi but fish food scares me. I didn't feel like taking a bite.
Fear-79.wav | I feel fear quite often but this feeling was very strong last year when my husband was quite unexpectedly sent to the hospital.
Fear-80.wav | I am meeting my girlfriends parents tomorrow. I am so nervous
Fear-81.wav | Some friends and I were crossing a street when one of my friends was seized by a car and thrown aside. I had seen the car coming in our direction but I did not have enough time to reach and prevent the accident.
Fear-82.wav | they are, The franchise is the most successful in NBA history
Fear-83.wav | There was a racoon by the dumpster last night when I was taking out the trash.
Fear-84.wav | When I witnessed a bus accident in which a bus, full of passengers, nearly overturned on the Lukasa Kabwe road.
Fear-85.wav | A teacher wanted to in still a certain opinion and a certain behaviour into myself, what I refused. I was afraid when I saw him.
Fear-86.wav | Yesterday, two gangs were fighting just in front of my home. It is a very scary situation.
Fear-87.wav | I was at a drive through safari and an elephant started pushing up on the vehicle we were in. Freakin' scary, man!
Fear-88.wav | nice script
Fear-89.wav | I'm really scared of going down to my basement. It's so dark down there.
Fear-90.wav | to believe my friend who said she didn't tell my secret
Fear-91.wav | I hate taking the subway, I am afraid I will get robbed.
Fear-92.wav | I am not so sure how I feel about buying a used car. I don't know if it will be good quality.
